ID,Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,Distance_km,Preparation_Time,Weather_conditions_Fog,Weather_conditions_Sandstorms,Weather_conditions_Stormy,Weather_conditions_Sunny,Weather_conditions_Windy,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival_Yes,City_Semi-Urban,City_Urban,Time_taken
0xc6d1,1.45556331370397,0.5280583256913092,1,-0.06510142176230047,-1.2210446541219002,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,27
0x2e38,-0.1058299461540801,-0.10514022548982893,2,-0.022535292701667112,0.002632645515076807,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,20
0x60a0,-1.3202469260436747,-0.10514022548982893,2,-0.0695934565517344,0.002632645515076807,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,28
0x1db9,-1.3202469260436747,-0.4217395010803966,1,-0.06949998365508192,0.002632645515076807,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,27
0x9fab,0.7616107537670589,0.21145905010074154,0,-0.05921416634732441,0.002632645515076807,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,45
0xba2b,-0.45280622612253574,0.8446576012818796,1,-0.07964371651084588,1.2263099451520538,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,17
0x3d70,-1.3202469260436747,0.21145905010074154,1,-0.079667982748442,0.002632645515076807,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15
0x10dd,-1.6672232060121304,0.8446576012818796,1,-0.023929743673582138,1.2263099451520538,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,25
0x7cf6,0.9350988937512867,-2.0047358790332406,0,-0.07968312759938044,0.002632645515076807,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41
0x8a56,-1.4937350660279025,0.21145905010074154,1,-0.05965655025712444,0.002632645515076807,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33
0x93d5,-1.6672232060121304,0.8446576012818796,0,-0.05423657302923285,-1.2210446541219002,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33
0xac3c,1.1085870337355146,-0.10514022548982893,2,-0.08487683079483041,-1.2210446541219002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16
0xb66,0.4146344737986033,-1.0549380522615346,0,-0.05889742971914831,-1.2210446541219002,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33
0xd138,-0.2793180861383079,0.8446576012818796,0,-0.06981022272822116,0.002632645515076807,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,22
0xb5b4,0.7616107537670589,1.1612568768724472,0,-0.02441075553653331,0.002632645515076807,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,26
0x1e58,0.2411463338143755,-0.10514022548982893,0,-0.05965655025712444,1.2263099451520538,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,25
0x69af,-0.6262943661067635,-0.10514022548982893,2,-0.06928909393850254,-1.2210446541219002,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,29
0x7f6f,0.4146344737986033,-1.6881366034426728,0,-0.03439419192971616,-1.2210446541219002,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,37
0x6a41,-1.1467587860594468,0.8446576012818796,1,-0.05458762127819113,1.2263099451520538,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,17
0x6849,-1.6672232060121304,0.8446576012818796,2,-0.075114899200487,0.002632645515076807,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,25
0x2282,0.588122613782831,0.8446576012818796,2,-0.044513292520240826,1.2263099451520538,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40
0xcb24,0.588122613782831,0.8446576012818796,0,-0.08026681601201964,-1.2210446541219002,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,22
0x8b5e,0.06765819383014769,0.21145905010074154,0,-0.02426799358894992,1.2263099451520538,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,27
0x7d73,-0.1058299461540801,-0.10514022548982893,1,-0.05965655025712444,0.002632645515076807,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,15
0x69f7,0.2411463338143755,0.5280583256913092,2,-0.032846005155020085,1.2263099451520538,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35
0x61b1,1.2820751737197422,0.8446576012818796,1,-0.023535518810539897,0.002632645515076807,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18
0x4dd9,-1.3202469260436747,-0.10514022548982893,2,-0.07464279583406609,-1.2210446541219002,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,29
0x6bba,0.9350988937512867,0.21145905010074154,1,-0.05889989775223058,-1.2210446541219002,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,29
0x7eee,0.4146344737986033,-0.4217395010803966,2,-0.05458762127819113,1.2263099451520538,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,43
0x149c,0.06765819383014769,-0.7383387766709643,1,-0.06443360144686829,0.002632645515076807,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,32
0x4795,-0.9732706460752191,-0.10514022548982893,1,-0.04399898011338673,-1.2210446541219002,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,25
0x6d98,1.45556331370397,0.5280583256913092,1,-0.08494492722248707,-1.2210446541219002,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,29
0x6371,0.4146344737986033,-0.4217395010803966,0,-0.06902080741431889,0.002632645515076807,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25
0x8490,0.06765819383014769,0.21145905010074154,0,-0.025269852375661952,1.2263099451520538,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,21
0x7a94,0.588122613782831,-0.4217395010803966,2,-0.0749177795991766,-1.2210446541219002,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,21
0x642c,1.2820751737197422,0.21145905010074154,2,-0.06929342646899476,1.2263099451520538,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,37
0x3569,0.9350988937512867,0.21145905010074154,1,-0.08502182264117863,0.002632645515076807,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,16
0x539d,-1.6672232060121304,-0.10514022548982893,2,-0.07997175917655931,-1.2210446541219002,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,12
0x2bee,-0.9732706460752191,-0.7383387766709643,1,-0.05357082105355725,0.002632645515076807,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,38
0x23b0,1.1085870337355146,-1.6881366034426728,2,-0.06921413311065955,1.2263099451520538,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,31
0xa875,1.45556331370397,0.5280583256913092,2,-0.05018925939628464,1.2263099451520538,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,29
0xaf7e,-0.1058299461540801,-1.6881366034426728,0,-0.05423364233924009,-1.2210446541219002,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34
0x414d,-0.1058299461540801,-0.4217395010803966,1,-0.03350025378088303,0.002632645515076807,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,30
0x9e3c,0.7616107537670589,-1.0549380522615346,2,-0.05445845561310939,0.002632645515076807,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,31
0x5a80,1.629051453688198,-1.0549380522615346,1,-0.045193295075006856,-1.2210446541219002,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,34
0xc278,-1.3202469260436747,0.5280583256913092,1,-0.03388392980644815,1.2263099451520538,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,16
0x5229,1.2820751737197422,1.1612568768724472,1,-0.0589039332707289,0.002632645515076807,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,27
0x79ff,-0.7997825060909913,0.8446576012818796,1,-0.07448568414788201,-1.2210446541219002,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,28
0x35aa,-1.6672232060121304,0.5280583256913092,1,-0.07968096204899458,0.002632645515076807,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,16
0xe187,-1.1467587860594468,0.5280583256913092,2,-0.05389757487518016,-1.2210446541219002,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25
0x1404,1.2820751737197422,0.21145905010074154,1,-0.06409057854136083,-1.2210446541219002,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,25
0xb5ae,0.7616107537670589,-0.10514022548982893,2,-0.06409541604013996,1.2263099451520538,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,17
0x9471,1.629051453688198,-0.10514022548982893,1,-0.022440785989338994,0.002632645515076807,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,35
0x3fd6,1.1085870337355146,0.21145905010074154,0,-0.0850218851411933,1.2263099451520538,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,21
0x10b2,-1.6672232060121304,-0.10514022548982893,0,-0.07464501355243992,-1.2210446541219002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27
0x2ff1,1.629051453688198,0.21145905010074154,2,-0.024270120194490635,0.002632645515076807,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,29
0xc2f7,-1.1467587860594468,-0.10514022548982893,2,-0.080265911527548,0.002632645515076807,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14
0xcc0,-1.6672232060121304,-2.0047358790332406,1,-0.02527878445238729,-1.2210446541219002,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,42
0x589f,0.9350988937512867,0.5280583256913092,0,-0.0225292433265205,-1.2210446541219002,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,28
0x51d6,1.45556331370397,-1.6881366034426728,0,-0.06481473907580632,-1.2210446541219002,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,23
0xcf64,-0.2793180861383079,0.5280583256913092,1,-0.06902080741431889,-1.2210446541219002,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,19
0x181d,-1.1467587860594468,0.21145905010074154,1,-0.05954232494055392,0.002632645515076807,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,21
0xc96f,1.629051453688198,-1.3715373278521024,2,-0.06902080741431889,1.2263099451520538,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,35
0x9140,0.9350988937512867,-1.3715373278521024,2,-0.022442991352235923,-1.2210446541219002,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,42
0x8247,0.7616107537670589,-2.0047358790332406,2,-0.06928855335423786,1.2263099451520538,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32
0x9049,-0.9732706460752191,-0.10514022548982893,1,-0.03291413845513804,1.2263099451520538,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,26
0x1ddc,-0.7997825060909913,1.1612568768724472,1,-0.05849438874885217,1.2263099451520538,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,18
0x4966,-0.45280622612253574,1.1612568768724472,0,-0.02244388063720855,-1.2210446541219002,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34
0x3657,0.4146344737986033,-0.4217395010803966,0,-0.07981722196046905,1.2263099451520538,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,26
0x3128,-1.1467587860594468,1.1612568768724472,1,-0.06399960344522228,1.2263099451520538,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,22
0xb60a,1.1085870337355146,-0.4217395010803966,2,-0.023215936490009335,0.002632645515076807,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,29
0x48ac,0.2411463338143755,-0.10514022548982893,1,-0.0647628055064665,1.2263099451520538,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,23
0x247b,0.7616107537670589,-0.4217395010803966,1,-0.05936338179827383,1.2263099451520538,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,19
0xec9,-1.3202469260436747,0.21145905010074154,0,-0.06921406988150644,0.002632645515076807,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,18
0xbc5a,-0.2793180861383079,0.21145905010074154,0,-0.058896618246368417,1.2263099451520538,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,13
0xcdde,1.629051453688198,1.1612568768724472,1,-0.08011100453802203,-1.2210446541219002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,21
0x502e,1.1085870337355146,0.8446576012818796,0,-0.023416943171496337,0.002632645515076807,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,49
0x5f5a,-1.1467587860594468,0.21145905010074154,2,-0.032714997600224845,-1.2210446541219002,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,22
0xe241,-0.9732706460752191,0.21145905010074154,2,-0.047967972007305404,-1.2210446541219002,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,13
0x85d1,0.4146344737986033,0.5280583256913092,0,-0.08495452282740558,1.2263099451520538,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26
0xbfbc,-1.4937350660279025,0.21145905010074154,1,-0.07954722736239847,0.002632645515076807,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,21
0x4bb3,0.9350988937512867,0.8446576012818796,0,-0.04850560689430171,1.2263099451520538,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,22
0x672b,-1.6672232060121304,-0.10514022548982893,2,-0.023934168290622608,0.002632645515076807,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,26
0x66d2,-0.6262943661067635,-0.10514022548982893,1,-0.04325374369720466,-1.2210446541219002,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,25
0x5b4b,-0.1058299461540801,1.1612568768724472,2,-0.07978622325957918,0.002632645515076807,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,24
0x2424,0.7616107537670589,-0.10514022548982893,1,-0.05969822474456549,0.002632645515076807,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,22
0x971f,1.629051453688198,0.5280583256913092,0,-0.03291893119080261,1.2263099451520538,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,36
0xd6a0,0.7616107537670589,0.5280583256913092,2,-0.06375759788117724,0.002632645515076807,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,22
0x4583,-1.4937350660279025,0.8446576012818796,0,-0.05935571578500718,0.002632645515076807,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16
0xc945,-0.45280622612253574,-2.0047358790332406,0,-0.06010889213884314,1.2263099451520538,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,21
0xf01,0.588122613782831,-0.10514022548982893,0,-0.0746885405155549,-1.2210446541219002,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,24
0xaba8,1.45556331370397,0.5280583256913092,2,-0.060159229209533205,1.2263099451520538,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17
0x94ed,0.2411463338143755,0.21145905010074154,0,-0.05471256520167078,-1.2210446541219002,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,27
0x2f84,-0.2793180861383079,0.5280583256913092,0,-0.04428188731116805,-1.2210446541219002,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,29
0x6a49,0.2411463338143755,0.21145905010074154,0,-0.023212583347490108,0.002632645515076807,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,25
0x12ee,1.1085870337355146,0.5280583256913092,2,-0.0746427125351908,0.002632645515076807,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,19
0x5dff,0.9350988937512867,0.8446576012818796,0,-0.08500944888173773,-1.2210446541219002,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,25
0xb3d4,-0.1058299461540801,0.5280583256913092,2,-0.05969822474456549,-1.2210446541219002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
0x2189,0.588122613782831,-1.6881366034426728,0,-0.05471795045041025,0.002632645515076807,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,45
0x5a22,-0.7997825060909913,0.21145905010074154,2,-0.043310701165086014,0.002632645515076807,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,38
0x2113,-0.2793180861383079,-0.4217395010803966,1,-0.047967972007305404,0.002632645515076807,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,20
0x819e,-1.3202469260436747,-1.0549380522615346,0,-0.0796800935251038,-1.2210446541219002,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,15
0x143c,1.2820751737197422,-0.10514022548982893,2,-0.08502161184641926,1.2263099451520538,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,17
0x1507,-0.45280622612253574,0.21145905010074154,1,-0.08487688289245755,1.2263099451520538,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,11
0x8c4f,0.7616107537670589,0.8446576012818796,0,-0.025251564180888877,0.002632645515076807,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,39
0x4c3c,-0.2793180861383079,0.21145905010074154,1,-0.05931371975200902,1.2263099451520538,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,12
0xedd,1.45556331370397,0.5280583256913092,2,-0.0697946635753166,0.002632645515076807,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,18
0x5c09,0.588122613782831,-0.10514022548982893,1,-0.043930092968861315,0.002632645515076807,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,28
0xa978,-0.45280622612253574,0.8446576012818796,0,-0.06921406988150644,-1.2210446541219002,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,21
0xcebd,0.2411463338143755,0.5280583256913092,1,-0.03436140572029294,1.2263099451520538,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,25
0x2248,-1.1467587860594468,-0.10514022548982893,2,-0.07968011141796622,1.2263099451520538,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15
0xc93b,1.45556331370397,-0.10514022548982893,1,-0.07428401726811373,0.002632645515076807,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29
0xd1df,0.9350988937512867,-1.6881366034426728,1,-0.054977841305431915,-1.2210446541219002,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,32
0x75c5,0.588122613782831,1.1612568768724472,2,-0.054587592519522644,-1.2210446541219002,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,31
0x35b0,1.1085870337355146,-0.10514022548982893,2,-0.04314147337795027,-1.2210446541219002,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,19
0xcb10,0.588122613782831,0.5280583256913092,2,-0.05075597960807229,-1.2210446541219002,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44
0xcd0e,1.45556331370397,-3.2711329813955152,2,-0.0321783519051966,1.2263099451520538,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37
0xc61d,-1.1467587860594468,0.8446576012818796,1,-0.08500712573526595,1.2263099451520538,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,17
0xba5,0.06765819383014769,0.21145905010074154,1,-0.06399976406237745,1.2263099451520538,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,26
0x9448,-1.1467587860594468,0.8446576012818796,2,-0.0751148632698697,0.002632645515076807,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,12
0x8497,-1.3202469260436747,-1.3715373278521024,0,-0.03410813527612195,0.002632645515076807,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,31
0x698e,0.588122613782831,-1.3715373278521024,0,-0.08487776710690559,1.2263099451520538,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,25
0xc987,0.9350988937512867,-1.0549380522615346,2,-0.0647473583338496,1.2263099451520538,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,32
0x5cad,0.9350988937512867,-0.10514022548982893,1,-0.08487681982140491,1.2263099451520538,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,20
0xa215,0.4146344737986033,0.5280583256913092,1,-0.07442933141751895,1.2263099451520538,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,17
0x91ae,1.1085870337355146,0.21145905010074154,0,-0.07983007797217354,-1.2210446541219002,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,22
0x655c,0.06765819383014769,0.8446576012818796,0,-0.022440587636684113,-1.2210446541219002,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,44
0xc3e2,-0.9732706460752191,0.8446576012818796,1,-0.02633891670791785,-1.2210446541219002,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,38
0xdd0a,1.1085870337355146,0.8446576012818796,2,-0.08507881787993105,1.2263099451520538,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28
0x2089,-0.45280622612253574,-0.10514022548982893,2,-0.03439088500281379,1.2263099451520538,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
0x4a1e,-0.7997825060909913,0.8446576012818796,2,-0.0589039332707289,0.002632645515076807,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
0xa5cb,-1.3202469260436747,-0.4217395010803966,1,-0.05970217107158939,0.002632645515076807,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,18
0x4f41,0.2411463338143755,0.21145905010074154,2,-0.053700758882128274,1.2263099451520538,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19
0x30c1,-0.2793180861383079,-0.10514022548982893,2,-0.06982306086840001,0.002632645515076807,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28
0x9a8c,-0.2793180861383079,1.1612568768724472,2,-0.04937119111240637,1.2263099451520538,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,21
0xbe59,0.7616107537670589,-0.10514022548982893,1,-0.08487654546699328,0.002632645515076807,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,25
0x145d,1.629051453688198,0.5280583256913092,1,-0.053696632848805104,1.2263099451520538,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,30
0x5376,0.2411463338143755,0.21145905010074154,2,-0.07954722736239847,1.2263099451520538,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,30
0x92b6,-1.4937350660279025,0.8446576012818796,0,-0.06928845271058398,-1.2210446541219002,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,18
0x2703,-1.4937350660279025,0.5280583256913092,0,-0.059213411434728816,-1.2210446541219002,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25
0x5ef4,0.4146344737986033,1.1612568768724472,0,-0.08481043761700977,1.2263099451520538,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,25
0x873e,1.629051453688198,0.5280583256913092,1,-0.05445521724926435,0.002632645515076807,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21
0x5e95,-0.45280622612253574,1.1612568768724472,0,-0.0647628055064665,-1.2210446541219002,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,18
0x8d44,0.4146344737986033,-0.4217395010803966,2,-0.03367025029848356,1.2263099451520538,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,25
0x6f6a,0.7616107537670589,0.21145905010074154,2,-0.0849453353749509,0.002632645515076807,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15
0x9eb1,0.7616107537670589,0.8446576012818796,2,-0.06435516070493143,1.2263099451520538,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,16
0x9e7d,0.9350988937512867,0.8446576012818796,1,-0.0799479315924093,1.2263099451520538,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,12
0x59db,0.9350988937512867,0.5280583256913092,2,-0.058857111497697644,1.2263099451520538,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12
0x6913,-1.3202469260436747,0.5280583256913092,1,-0.08508724856956296,-1.2210446541219002,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,19
0x7802,0.06765819383014769,0.8446576012818796,2,-0.03366915944837821,-1.2210446541219002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
0x8c9d,-1.4937350660279025,-0.4217395010803966,0,-0.07989599364656143,1.2263099451520538,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,19
0xa562,-1.1467587860594468,0.5280583256913092,1,-0.085011033222025,0.002632645515076807,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,18
0x8283,-0.9732706460752191,-0.4217395010803966,2,-0.07428401726811373,0.002632645515076807,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
